TYPE,USAGE_NUMBER,SPLIT_NUMBER,SPLIT_CROSSREF,REFERENCE,DETAILS,USER_NAME,DATE,AMOUNT,FOREIGN_AMOUNT,DELETED_FLAG,CIS_VAT,RECORD_CREATE_DATE,RECORD_MODIFY_DATE,RECORD_DELETED
SI,1866,1287,725,4456,£ 3620.45 (€ 4605.36) to SI 67135,Judith,2016-04-13,3620.45,4605.36,0,0.0,2016-05-10 11:27:37,2019-01-25 14:31:07,0
SI,1867,1287,1289,REVAL,£ 19.66 (€ 0.00) to SI 68260,Judith,2016-04-13,19.66,0.0,0,0.0,2016-05-10 11:27:37,2019-01-25 14:31:07,0
SR,1868,1288,1287,4456,£ 31.56 (€ 0.00) from SR 68258,Judith,2016-04-13,31.560000000000002,0.0,0,0.0,2016-05-10 11:27:37,2019-01-25 14:31:07,0
SR,1869,1289,1287,4456,£ 19.66 (€ 0.00) from SR 68258,Judith,2016-04-13,19.66,0.0,0,0.0,2016-05-10 11:27:37,2019-01-25 14:31:07,0
SI,1870,1290,1059,4488,£ 4706.88 (€ 5955.00) to SI 68030,Judith,2016-04-21,4706.88,5955.0,0,0.0,2016-05-10 11:35:19,2019-01-25 14:31:07,0
SI,1871,1290,1060,4488,£ 2959.29 (€ 3744.00) to SI 68031,Judith,2016-04-21,2959.29,3744.0,0,0.0,2016-05-10 11:35:19,2019-01-25 14:31:07,0
SI,1872,1290,1061,4488,£ 32.40 (€ 41.00) to SI 68032,Judith,2016-04-21,32.4,41.0,0,0.0,2016-05-10 11:35:19,2019-01-25 14:31:07,0
SI,1873,1291,1061,4488,£ 0.01 (€ 0.00) to SI 68032,Judith,2016-04-21,0.01,0.0,0,0.0,2016-05-10 11:35:19,2019-01-25 14:31:07,0
SI,1874,1292,694,4431,£ 129.36 (€ 170.00) to SI 66909,Judith,2016-04-25,129.35999999999999,170.0,0,0.0,2016-05-10 11:37:59,2019-01-25 14:31:07,0
SI,1875,1292,1293,REVAL,£ 5.01 (€ 0.00) to SI 68264,Judith,2016-04-25,5.01,0.0,0,0.0,2016-05-10 11:37:59,2019-01-25 14:31:07,0
SI,1876,1292,695,4431,£ 456.56 (€ 600.00) to SI 66910,Judith,2016-04-25,456.56000000000006,600.0,0,0.0,2016-05-10 11:37:59,2019-01-25 14:31:07,0
SI,1877,1292,1294,REVAL,£ 17.68 (€ 0.00) to SI 68265,Judith,2016-04-25,17.68,0.0,0,0.0,2016-05-10 11:37:59,2019-01-25 14:31:07,0
SI,1878,1292,696,4431,£ 1027.26 (€ 1350.00) to SI 66911,Judith,2016-04-25,1027.26,1350.0,0,0.0,2016-05-10 11:37:59,2019-01-25 14:31:07,0
SI,1879,1292,1295,REVAL,£ 39.79 (€ 0.00) to SI 68266,Judith,2016-04-25,39.79,0.0,0,0.0,2016-05-10 11:37:59,2019-01-25 14:31:07,0
SR,1880,1293,1292,4431,£ 5.01 (€ 0.00) from SR 68263,Judith,2016-04-25,5.01,0.0,0,0.0,2016-05-10 11:37:59,2019-01-25 14:31:07,0
SR,1881,1294,1292,4431,£ 17.68 (€ 0.00) from SR 68263,Judith,2016-04-25,17.68,0.0,0,0.0,2016-05-10 11:37:59,2019-01-25 14:31:07,0
SR,1882,1295,1292,4431,£ 39.79 (€ 0.00) from SR 68263,Judith,2016-04-25,39.79,0.0,0,0.0,2016-05-10 11:37:59,2019-01-25 14:31:07,0
PI,1883,1299,893,ECTS,£ 0.06 (€ 0.00) to PI 67623,Judith,2016-03-07,0.06,0.0,0,0.0,2016-05-10 11:49:35,2019-01-25 14:31:07,0
PI,1884,1300,893,ECTS,£ 33.70 (€ 0.00) to PI 67623,Judith,2016-03-07,33.7,0.0,0,0.0,2016-05-10 11:49:35,2019-01-25 14:31:07,0
PI,1885,1301,67623,Cancel,0.00 Link Removed,Judith,,0.0,0.0,0,0.0,2016-05-10 11:49:35,2019-01-25 14:31:07,0
PI,1886,1301,67624,Cancel,0.00 Link Removed,Judith,,0.0,0.0,0,0.0,2016-05-10 11:49:35,2019-01-25 14:31:07,0
PI,1887,1301,67640,Cancel,0.00 Link Removed,Judith,,0.0,0.0,0,0.0,2016-05-10 11:49:35,2019-01-25 14:31:07,0
PI,1888,1301,68273,Cancel,0.00 Link Removed,Judith,,0.0,0.0,0,0.0,2016-05-10 11:49:35,2019-01-25 14:31:07,0
PI,1889,1301,67641,Cancel,0.00 Link Removed,Judith,,0.0,0.0,0,0.0,2016-05-10 11:49:35,2019-01-25 14:31:07,0
PI,1890,1301,68274,Cancel,0.00 Link Removed,Judith,,0.0,0.0,0,0.0,2016-05-10 11:49:35,2019-01-25 14:31:07,0
PP,1891,1302,68272,Cancel,0.00 Link Removed,Judith,,0.0,0.0,0,0.0,2016-05-10 11:49:35,2019-01-25 14:31:07,0
PP,1892,1303,68272,Cancel,0.00 Link Removed,Judith,,0.0,0.0,0,0.0,2016-05-10 11:49:35,2019-01-25 14:31:07,0
SI,1893,1304,725,4456,£ 2252.01 (€ 2864.64) to SI 67135,Judith,2016-04-29,2252.0099999999998,2864.6400000000003,0,0.0,2016-05-10 11:55:29,2019-01-25 14:31:07,0
SI,1894,1304,1305,REVAL,£ 12.22 (€ 0.00) to SI 68276,Judith,2016-04-29,12.22,0.0,0,0.0,2016-05-10 11:55:29,2019-01-25 14:31:07,0
SI,1895,1304,726,4456,£ 3914.97 (€ 4980.00) to SI 67136,Judith,2016-04-29,3914.97,4980.0,0,0.0,2016-05-10 11:55:29,2019-01-25 14:31:07,0
SI,1896,1304,1306,REVAL,£ 21.26 (€ 0.00) to SI 68277,Judith,2016-04-29,21.259999999999998,0.0,0,0.0,2016-05-10 11:55:29,2019-01-25 14:31:07,0
SI,1897,1304,727,4456,£ 530.64 (€ 675.00) to SI 67137,Judith,2016-04-29,530.64,675.0,0,0.0,2016-05-10 11:55:29,2019-01-25 14:31:07,0
SI,1898,1304,1307,REVAL,£ 2.89 (€ 0.00) to SI 68278,Judith,2016-04-29,2.8899999999999997,0.0,0,0.0,2016-05-10 11:55:29,2019-01-25 14:31:07,0
SI,1899,1304,728,4456,£ 3679.41 (€ 4680.36) to SI 67138,Judith,2016-04-29,3679.41,4680.36,0,0.0,2016-05-10 11:55:29,2019-01-25 14:31:07,0
SI,1900,1304,1308,REVAL,£ 19.98 (€ 0.00) to SI 68279,Judith,2016-04-29,19.98,0.0,0,0.0,2016-05-10 11:55:29,2019-01-25 14:31:07,0
SR,1901,1305,1304,4456 part,£ 12.22 (€ 0.00) from SR 68275,Judith,2016-04-29,12.22,0.0,0,0.0,2016-05-10 11:55:29,2019-01-25 14:31:07,0
SR,1902,1306,1304,4456 part,£ 21.26 (€ 0.00) from SR 68275,Judith,2016-04-29,21.259999999999998,0.0,0,0.0,2016-05-10 11:55:29,2019-01-25 14:31:07,0
SR,1903,1307,1304,4456 part,£ 2.89 (€ 0.00) from SR 68275,Judith,2016-04-29,2.8899999999999997,0.0,0,0.0,2016-05-10 11:55:29,2019-01-25 14:31:07,0
SR,1904,1308,1304,4456 part,£ 19.98 (€ 0.00) from SR 68275,Judith,2016-04-29,19.98,0.0,0,0.0,2016-05-10 11:55:29,2019-01-25 14:31:07,0
SI,1905,1331,679,4447,£ 1650.00 (£ 1650.00) to SI 66892,Judith,2016-04-29,1650.0,1650.0,0,0.0,2016-05-10 15:33:58,2019-01-25 14:31:07,0
SI,1906,1331,680,4446,£ 294.00 (£ 294.00) to SI 66893,Judith,2016-04-29,294.0,294.0,0,0.0,2016-05-10 15:33:58,2019-01-25 14:31:07,0
SI,1907,1331,681,4446,£ 36.00 (£ 36.00) to SI 66894,Judith,2016-04-29,36.0,36.0,0,0.0,2016-05-10 15:33:58,2019-01-25 14:31:07,0
SI,1908,1331,717,4460,£ 1050.00 (£ 1050.00) to SI 67127,Judith,2016-04-29,1050.0,1050.0,0,0.0,2016-05-10 15:33:58,2019-01-25 14:31:07,0
SI,1909,1331,742,4466,£ 750.00 (£ 750.00) to SI 67203,Judith,2016-04-29,750.0,750.0,0,0.0,2016-05-10 15:33:58,2019-01-25 14:31:07,0
SI,1910,1331,743,4466,£ 1350.00 (£ 1350.00) to SI 67204,Judith,2016-04-29,1350.0,1350.0,0,0.0,2016-05-10 15:33:58,2019-01-25 14:31:07,0
SI,1911,1332,863,4476,£ 1350.00 (£ 1350.00) to SI 67472,Judith,2016-04-29,1350.0,1350.0,0,0.0,2016-05-10 15:35:17,2019-01-25 14:31:07,0
SI,1912,1332,864,4476,£ 420.00 (£ 420.00) to SI 67473,Judith,2016-04-29,420.0,420.0,0,0.0,2016-05-10 15:35:18,2019-01-25 14:31:07,0
SI,1913,1333,741,4467,£ 750.00 (£ 750.00) to SI 67202,Judith,2016-04-29,750.0,750.0,0,0.0,2016-05-10 15:36:22,2019-01-25 14:31:07,0
PI,1914,1334,1365,shareholders,£ 900.00 (£ 900.00) to PI 68336,Judith,2016-04-29,900.0,900.0,0,0.0,2016-06-28 14:42:51,2019-01-25 14:31:07,0
SI,1915,1335,1058,4493,£ 3504.39 ($ 5035.00) to SI 68029,Judith,2016-04-25,3504.3900000000003,5035.0,0,0.0,2016-05-10 16:21:46,2019-01-25 14:31:07,0
SI,1916,1336,673,4435,£ 1705.21 ($ 2450.00) to SI 66773,Judith,2016-04-25,1705.2099999999998,2450.0,0,0.0,2016-05-10 16:23:29,2019-01-25 14:31:07,0
SI,1917,1337,673,4435,£ 60.34 ($ 0.00) to SI 66773,Judith,2016-04-25,60.339999999999996,0.0,0,0.0,2016-05-10 16:23:29,2019-01-25 14:31:07,0
PI,1918,1341,910,djm visa,£ 5061.82 (£ 5061.82) to PI 67827,Judith,2016-04-08,5061.82,5061.82,0,0.0,2016-05-10 16:36:59,2019-01-25 14:31:07,0
PI,1919,1341,911,djm visa,£ 113.25 (£ 113.25) to PI 67828,Judith,2016-04-08,113.25,113.25,0,0.0,2016-05-10 16:36:59,2019-01-25 14:31:07,0
PI,1920,1341,912,djm visa,£ 48.14 (£ 48.14) to PI 67829,Judith,2016-04-08,48.14,48.14,0,0.0,2016-05-10 16:36:59,2019-01-25 14:31:07,0
PI,1921,1341,913,djm visa,£ 72.67 (£ 72.67) to PI 67830,Judith,2016-04-08,72.67,72.67,0,0.0,2016-05-10 16:36:59,2019-01-25 14:31:07,0
PI,1922,1341,914,djm visa,£ 372.00 (£ 372.00) to PI 67831,Judith,2016-04-08,372.0,372.0,0,0.0,2016-05-10 16:36:59,2019-01-25 14:31:07,0
PI,1923,1342,915,djm visa,£ 339.00 (£ 339.00) to PI 67832,Judith,2016-04-08,339.0,339.0,0,0.0,2016-05-10 16:38:15,2019-01-25 14:31:07,0
PI,1924,1342,916,djm visa,£ 3.50 (£ 3.50) to PI 67833,Judith,2016-04-08,3.5,3.5,0,0.0,2016-05-10 16:38:15,2019-01-25 14:31:07,0
PI,1925,1344,795,Cert of free sale,£ 75.00 (£ 75.00) to PI 67291,Judith,2016-04-08,75.0,75.0,0,0.0,2016-05-10 16:49:18,2019-01-25 14:31:07,0
PI,1926,1345,884,post,£ 316.00 (£ 316.00) to PI 67560,Judith,2016-04-08,316.0,316.0,0,0.0,2016-05-10 16:49:43,2019-01-25 14:31:07,0
PI,1927,1346,758,HB cb chk,£ 166.80 (£ 166.80) to PI 67248,Judith,2016-04-08,166.8,166.8,0,0.0,2016-05-10 16:50:07,2019-01-25 14:31:07,0
PP,1928,1347,1729,bacs,£ 576.89 (£ 576.89) from PP 68955,Judith,2016-05-27,576.89,576.89,0,0.0,2016-05-27 10:36:36,2019-01-25 14:31:07,0
PA,1929,1348,974,bacs,£ 318.00 (£ 318.00) from PA 67945,Judith,2016-04-19,318.0,318.0,0,0.0,2016-06-28 14:51:38,2019-01-25 14:31:07,0
PP,1930,1349,1750, (BACS),£ 8.40 (£ 8.40) from PP 68976,Judith,2016-05-27,8.4,8.4,0,0.0,2016-05-27 10:57:50,2019-01-25 14:31:07,0
PP,1931,1350,1749, (BACS),£ 189.70 (£ 189.70) from PP 68975,Judith,2016-05-27,189.7,189.7,0,0.0,2016-05-27 10:56:55,2019-01-25 14:31:07,0
PP,1932,1351,1749, (BACS),£ 47.42 (£ 47.42) from PP 68975,Judith,2016-05-27,47.42,47.42,0,0.0,2016-05-27 10:56:55,2019-01-25 14:31:07,0
PP,1933,1352,1744,,£ 187.20 (£ 187.20) from PP 68970,Judith,2016-05-27,187.2,187.2,0,0.0,2016-05-27 10:52:23,2019-01-25 14:31:07,0
PP,1934,1353,1744,,£ 187.20 (£ 187.20) from PP 68970,Judith,2016-05-27,187.2,187.2,0,0.0,2016-05-27 10:52:23,2019-01-25 14:31:07,0
PP,1935,1354,1744,,£ 28.10 (£ 28.10) from PP 68970,Judith,2016-05-27,28.1,28.1,0,0.0,2016-05-27 10:52:23,2019-01-25 14:31:07,0
PP,1936,1355,1744,,£ 9.00 (£ 9.00) from PP 68970,Judith,2016-05-27,9.0,9.0,0,0.0,2016-05-27 10:52:23,2019-01-25 14:31:07,0
PP,1937,1356,2335,,£ 15066.00 (£ 15066.00) from PP 69561,Judith,2016-06-29,15066.0,15066.0,0,0.0,2016-06-28 12:13:45,2019-01-25 14:31:07,0
PP,1938,1357,2335,,£ 432.00 (£ 432.00) from PP 69561,Judith,2016-06-29,432.0,432.0,0,0.0,2016-06-28 12:13:45,2019-01-25 14:31:07,0
PP,1939,1358,1751, (BACS),£ 55.58 (£ 55.58) from PP 68977,Judith,2016-05-27,55.58,55.58,0,0.0,2016-05-27 10:58:28,2019-01-25 14:31:07,0
PP,1940,1359,1751, (BACS),£ 46.32 (£ 46.32) from PP 68977,Judith,2016-05-27,46.32,46.32,0,0.0,2016-05-27 10:58:28,2019-01-25 14:31:07,0
PA,1941,1360,842,pcash adj,£ 102.59 (£ 102.59) from PA 67342,Judith,2016-05-06,102.59,102.59,0,0.0,2016-06-21 15:36:54,2019-01-25 14:31:07,0
PP,1942,1360,2067,BACS,£ 1138.06 (£ 1138.06) from PP 69293,Judith,2016-05-25,1138.06,1138.06,0,0.0,2016-06-21 15:36:56,2019-01-25 14:31:07,0
PP,1943,1361,2067,BACS,£ 356.73 (£ 356.73) from PP 69293,Judith,2016-05-25,356.73,356.73,0,0.0,2016-06-21 15:36:56,2019-01-25 14:31:07,0
PP,1944,1362,2067,BACS,£ 1229.77 (£ 1229.77) from PP 69293,Judith,2016-05-25,1229.77,1229.77,0,0.0,2016-06-21 15:36:56,2019-01-25 14:31:07,0
PP,1945,1363,2067,BACS,£ 140.40 (£ 140.40) from PP 69293,Judith,2016-05-25,140.4,140.4,0,0.0,2016-06-21 15:36:56,2019-01-25 14:31:07,0
PP,1946,1364,1534,bacs,£ 102.00 (£ 102.00) from PP 68621,Olia,2016-05-10,102.0,102.0,0,0.0,2016-05-22 15:40:20,2019-01-25 14:31:07,0
PA,1947,1365,1334, (BACS),£ 900.00 (£ 900.00) from PA 68305,Judith,2016-04-29,900.0,900.0,0,0.0,2016-06-28 14:42:51,2019-01-25 14:31:07,0
PP,1948,1366,1740, (BACS),£ 24.00 (£ 24.00) from PP 68966,Judith,2016-05-27,24.0,24.0,0,0.0,2016-05-27 10:47:32,2019-01-25 14:31:07,0
PP,1949,1367,1740, (BACS),£ 6.84 (£ 6.84) from PP 68966,Judith,2016-05-27,6.840000000000001,6.840000000000001,0,0.0,2016-05-27 10:47:32,2019-01-25 14:31:07,0
PA,1950,1368,970,006536kuwait,£ 53.82 (£ 53.82) from PA 67941,Judith,2016-04-20,53.82000000000001,53.82000000000001,0,0.0,2016-05-27 10:28:12,2019-01-25 14:31:07,0
PA,1951,1369,970,006536kuwait,£ 19.95 (£ 19.95) from PA 67941,Judith,2016-04-20,19.95,19.95,0,0.0,2016-05-27 10:28:12,2019-01-25 14:31:07,0
PP,1952,1370,1725, (BACS),£ 314.82 (£ 314.82) from PP 68951,Judith,2016-05-27,314.82,314.82,0,0.0,2016-05-27 10:28:12,2019-01-25 14:31:07,0
PP,1953,1371,1725, (BACS),£ 132.00 (£ 132.00) from PP 68951,Judith,2016-05-27,132.0,132.0,0,0.0,2016-05-27 10:28:12,2019-01-25 14:31:07,0
PP,1954,1372,1725, (BACS),£ 23.16 (£ 23.16) from PP 68951,Judith,2016-05-27,23.16,23.16,0,0.0,2016-05-27 10:28:12,2019-01-25 14:31:07,0
PP,1955,1373,1376,BCCARD,£ 7.99 (£ 7.99) from PP 68347,Judith,2016-04-08,7.99,7.99,0,0.0,2016-05-12 11:18:48,2019-01-25 14:31:07,0
PP,1956,1374,1376,BCCARD,£ 3.99 (£ 3.99) from PP 68347,Judith,2016-04-08,3.9899999999999998,3.9899999999999998,0,0.0,2016-05-12 11:18:48,2019-01-25 14:31:07,0
PP,1957,1375,1377,BCCARD,£ 5.00 (£ 5.00) from PP 68348,Judith,2016-04-08,5.0,5.0,0,0.0,2016-05-12 11:19:26,2019-01-25 14:31:07,0
PI,1958,1376,1373,AMAZON,£ 7.99 (£ 7.99) to PI 68344,Judith,2016-04-08,7.99,7.99,0,0.0,2016-05-12 11:18:48,2019-01-25 14:31:07,0
PI,1959,1376,1374,AMAZON,£ 3.99 (£ 3.99) to PI 68345,Judith,2016-04-08,3.9899999999999998,3.9899999999999998,0,0.0,2016-05-12 11:18:48,2019-01-25 14:31:07,0
PI,1960,1377,1375,OYSTER CD RE hb,£ 5.00 (£ 5.00) to PI 68346,Judith,2016-04-08,5.0,5.0,0,0.0,2016-05-12 11:19:26,2019-01-25 14:31:07,0
PI,1961,1378,4036,oyster,£ 28.60 (£ 28.60) to PI 71263,Liam,2016-08-01,28.6,28.6,0,0.0,2020-11-12 13:25:39,2020-11-12 13:25:39,0
PI,1962,1378,43366,minor,£ 21.40 (£ 21.40) to PI 110827,Liam,2020-11-01,21.4,21.4,0,0.0,2020-11-12 13:25:39,2020-11-12 13:25:39,0
PP,1963,1379,1380,BCCARD,£ 110.75 (£ 110.75) from PP 68351,Judith,2016-04-08,110.75,110.75,0,0.0,2016-05-12 11:53:37,2019-01-25 14:31:07,0
PI,1964,1380,1379,HB EXP,£ 110.75 (£ 110.75) to PI 68350,Judith,2016-04-08,110.75,110.75,0,0.0,2016-05-12 11:53:37,2019-01-25 14:31:07,0
PA,1965,1381,352, (BACS),£ 340.00 (£ 340.00) from PA 60741,Judith,2016-04-20,340.0,340.0,0,0.0,2016-05-27 10:46:01,2019-01-25 14:31:07,0
PP,1966,1381,1737, (BACS),£ 20.00 (£ 20.00) from PP 68963,Judith,2016-05-27,20.0,20.0,0,0.0,2016-05-27 10:46:01,2019-01-25 14:31:07,0
PI,1967,1382,12390,,£ 23.34 (£ 23.34) to PI 79646,Judith,2017-08-01,23.34,23.34,0,0.0,2017-08-10 11:26:43,2019-01-25 14:31:07,0
PA,1968,1383,977,d/d,£ 395.95 (£ 395.95) from PA 67948,Olia,2016-04-19,395.95,395.95,0,0.0,2016-06-19 21:56:24,2019-01-25 14:31:07,0
PA,1969,1384,977,d/d,£ 138.40 (£ 138.40) from PA 67948,Olia,2016-04-19,138.4,138.4,0,0.0,2016-06-19 21:56:24,2019-01-25 14:31:07,0
PP,1970,1385,2021,D/D,£ 412.00 (£ 412.00) from PP 69247,Olia,2016-05-19,412.0,412.0,0,0.0,2016-06-19 21:56:11,2019-01-25 14:31:07,0
PP,1971,1386,2021,D/D,£ 14.00 (£ 14.00) from PP 69247,Olia,2016-05-19,14.0,14.0,0,0.0,2016-06-19 21:56:11,2019-01-25 14:31:07,0
PP,1972,1387,1392,,£ 335.17 (€ 424.05) from PP 68363,Judith,2016-04-30,335.16999999999996,424.05,0,0.0,2016-05-12 16:31:04,2019-01-25 14:31:07,0
PP,1973,1388,1392,,£ 63.23 (€ 80.00) from PP 68363,Judith,2016-04-30,63.23,80.0,0,0.0,2016-05-12 16:31:04,2019-01-25 14:31:07,0
PP,1974,1389,1392,,£ 100.46 (€ 127.10) from PP 68363,Judith,2016-04-30,100.46000000000001,127.1,0,0.0,2016-05-12 16:31:04,2019-01-25 14:31:07,0
PP,1975,1390,1392,,£ 82.99 (€ 105.00) from PP 68363,Judith,2016-04-30,82.99,105.0,0,0.0,2016-05-12 16:31:04,2019-01-25 14:31:07,0
PP,1976,1391,1392,,£ 8.85 (€ 11.20) from PP 68363,Judith,2016-04-30,8.85,11.2,0,0.0,2016-05-12 16:31:04,2019-01-25 14:31:07,0
PI,1977,1392,1387,djm exp,£ 335.17 (€ 424.05) to PI 68358,Judith,2016-04-30,335.16999999999996,424.05,0,0.0,2016-05-12 16:31:04,2019-01-25 14:31:07,0
PI,1978,1392,1388,djm exp,£ 63.23 (€ 80.00) to PI 68359,Judith,2016-04-30,63.23,80.0,0,0.0,2016-05-12 16:31:04,2019-01-25 14:31:07,0
PI,1979,1392,1389,djm exp,£ 100.46 (€ 127.10) to PI 68360,Judith,2016-04-30,100.46000000000001,127.1,0,0.0,2016-05-12 16:31:04,2019-01-25 14:31:07,0
PI,1980,1392,1390,djm exp,£ 82.99 (€ 105.00) to PI 68361,Judith,2016-04-30,82.99,105.0,0,0.0,2016-05-12 16:31:04,2019-01-25 14:31:07,0
PI,1981,1392,1391,djm exp,£ 8.85 (€ 11.20) to PI 68362,Judith,2016-04-30,8.85,11.2,0,0.0,2016-05-12 16:31:04,2019-01-25 14:31:07,0
PI,1982,1392,1393,REVAL,£ 0.01 (€ 0.00) to PI 68364,Judith,2016-04-30,0.01,0.0,0,0.0,2016-05-12 16:31:04,2019-01-25 14:31:07,0
PP,1983,1393,1392,,£ 0.01 (€ 0.00) from PP 68363,Judith,2016-04-30,0.01,0.0,0,0.0,2016-05-12 16:31:04,2019-01-25 14:31:07,0
PP,1984,1394,1512,bacs,£ 2858.00 (£ 2858.00) from PP 68530,Olia,2016-05-03,2858.0,2858.0,0,0.0,2016-05-20 13:56:45,2019-01-25 14:31:07,0
PP,1985,1394,2473,d/d,£ 2858.00 (£ 2858.00) from PP 69699,Judith,2016-06-03,2858.0,2858.0,0,0.0,2016-07-05 15:30:50,2019-01-25 14:31:07,0
PA,1986,1394,936,d/d,£ 2855.50 (£ 2855.50) from PA 67907,Judith,2016-04-01,2855.5,2855.5,0,0.0,2016-07-05 15:37:39,2019-01-25 14:31:07,0
PP,1987,1394,3143,d/d,£ 2858.00 (£ 2858.00) from PP 70369,Judith,2016-07-01,2858.0,2858.0,0,0.0,2016-07-29 16:48:05,2019-01-25 14:31:07,0
PP,1988,1394,3778,d/d,£ 2858.00 (£ 2858.00) from PP 71004,Judith,2016-08-01,2858.0,2858.0,0,0.0,2016-08-31 10:00:43,2019-01-25 14:31:07,0
PP,1989,1394,4345,d/d,£ 2858.00 (£ 2858.00) from PP 71572,Olia,2016-09-01,2858.0,2858.0,0,0.0,2016-09-20 11:10:07,2019-01-25 14:31:07,0
PP,1990,1394,5226,D/D,£ 2858.00 (£ 2858.00) from PP 72481,Olia,2016-10-03,2858.0,2858.0,0,0.0,2016-11-08 13:55:06,2019-01-25 14:31:07,0
PP,1991,1394,5767,d/d,£ 2858.00 (£ 2858.00) from PP 73022,Olia,2016-11-01,2858.0,2858.0,0,0.0,2016-11-23 13:38:47,2019-01-25 14:31:07,0
PP,1992,1394,6400,d/d,£ 2858.00 (£ 2858.00) from PP 73655,Olia,2016-12-01,2858.0,2858.0,0,0.0,2016-12-12 12:39:19,2019-01-25 14:31:07,0
PP,1993,1394,7250,d/d,£ 2858.00 (£ 2858.00) from PP 74505,Olia,2017-01-03,2858.0,2858.0,0,0.0,2017-01-30 13:28:03,2019-01-25 14:31:07,0
PI,1994,1395,920,as exp,£ 210.70 (£ 210.70) to PI 67837,Judith,2016-04-30,210.7,210.7,0,0.0,2016-06-28 10:09:19,2019-01-25 14:31:07,0
PP,1995,1396,1747,,£ 54.00 (£ 54.00) from PP 68973,Judith,2016-05-27,54.0,54.0,0,0.0,2016-05-27 10:56:09,2019-01-25 14:31:07,0
SR,1996,1427,2487,4515,£ 1050.00 (£ 1050.00) from SR 69713,Judith,2016-06-30,1050.0,1050.0,0,0.0,2016-07-05 16:18:26,2019-01-25 14:31:07,0
SR,1997,1428,2506,"4514,4527",£ 2100.00 (£ 2100.00) from SR 69732,Judith,2016-06-17,2100.0,2100.0,0,0.0,2016-07-05 16:59:08,2019-01-25 14:31:07,0
SR,1998,1429,2512,4513,£ 774.00 (£ 774.00) from SR 69738,Judith,2016-06-20,774.0,774.0,0,0.0,2016-07-05 17:04:32,2019-01-25 14:31:07,0
SR,1999,1430,2044,4510,£ 162.00 (£ 162.00) from SR 69270,Olia,2016-05-24,162.0,162.0,0,0.0,2016-06-19 22:48:21,2019-01-25 14:31:07,0
SR,2000,1431,2044,4510,£ 456.00 (£ 456.00) from SR 69270,Olia,2016-05-24,456.0,456.0,0,0.0,2016-06-19 22:48:21,2019-01-25 14:31:07,0
SR,2001,1432,2489,4509,£ 750.00 (£ 750.00) from SR 69715,Judith,2016-06-10,750.0,750.0,0,0.0,2016-07-05 16:22:13,2019-01-25 14:31:07,0
SR,2002,1433,1473,10 % prep 4508,£ 940.88 (€ 1200.00) from SR 68483,Olia,2016-05-10,940.8799999999999,1200.0,0,0.0,2016-05-20 12:43:41,2019-01-25 14:31:07,0
SR,2003,1434,1473,10 % prep 4508,£ 282.26 (€ 360.00) from SR 68483,Olia,2016-05-10,282.26,360.0,0,0.0,2016-05-20 12:43:41,2019-01-25 14:31:07,0
SR,2004,1434,4395,4508,£ 3387.18 (€ 4320.00) from SR 71622,Olia,2016-09-07,3387.1800000000003,4320.0,0,0.0,2016-09-26 12:26:03,2019-01-25 14:31:07,0
SR,2005,1435,4395,4508,£ 1975.85 (€ 2520.00) from SR 71622,Olia,2016-09-07,1975.85,2520.0,0,0.0,2016-09-26 12:26:03,2019-01-25 14:31:07,0
SR,2006,1436,4395,4508,£ 5645.29 (€ 7200.00) from SR 71622,Olia,2016-09-07,5645.29,7200.0,0,0.0,2016-09-26 12:26:04,2019-01-25 14:31:07,0
SR,2007,1437,2477,4507,£ 3800.00 (£ 3800.00) from SR 69703,Judith,2016-06-08,3800.0,3800.0,0,0.0,2016-07-05 16:02:11,2019-01-25 14:31:07,0
SR,2008,1438,2477,4507,£ 650.00 (£ 650.00) from SR 69703,Judith,2016-06-08,650.0,650.0,0,0.0,2016-07-05 16:02:11,2019-01-25 14:31:07,0
SR,2009,1439,2477,4507,£ 1000.00 (£ 1000.00) from SR 69703,Judith,2016-06-08,1000.0,1000.0,0,0.0,2016-07-05 16:02:11,2019-01-25 14:31:07,0
SR,2010,1440,2477,4507,£ 460.00 (£ 460.00) from SR 69703,Judith,2016-06-08,460.0,460.0,0,0.0,2016-07-05 16:02:11,2019-01-25 14:31:07,0
SR,2011,1440,3384,re inv 4507,£ 15.00 (£ 15.00) from SR 70610,Judith,2016-07-01,15.0,15.0,0,0.0,2016-08-10 17:00:55,2019-01-25 14:31:07,0
PP,2012,1451,1736, (BACS),£ 163.20 (£ 163.20) from PP 68962,Judith,2016-05-27,163.2,163.2,0,0.0,2016-05-27 10:45:41,2019-01-25 14:31:07,0
PI,2013,1456,1457,djm euro,£ 183.45 (€ 232.10) to PI 68428,Judith,2016-04-01,183.45,232.1,0,0.0,2016-05-18 16:12:40,2019-01-25 14:31:07,0
PC,2014,1457,1456,,£ 183.45 (€ 232.10) from PC 68427,Judith,2016-04-01,183.45,232.1,0,0.0,2016-05-18 16:12:40,2019-01-25 14:31:07,0
SI,2015,1464,589,4391,£ 733.52 (€ 994.50) to SI 65770,Olia,2016-05-03,733.52,994.5,0,0.0,2016-05-20 10:18:33,2019-01-25 14:31:07,0
SI,2016,1464,1465,REVAL,£ 52.54 (€ 0.00) to SI 68440,Olia,2016-05-03,52.54,0.0,0,0.0,2016-05-20 10:18:33,2019-01-25 14:31:07,0
